date,title,energy
2026/3/17,[心得] 3037欣興出關第一天，附圖全力做多,59
2026/3/17,[請益] 馬斯克蓋能吃漢堡的晶圓廠廠務全空？,38
2026/3/18,Re: [標的] tsmx反彈多(清倉),21
2026/3/18,[請益] 何時應該開槓桿？,65
2026/3/18,[新聞] 樂天發表基於deepseek的日語AI模型,21
2026/3/18,[新聞] 美光科技：開始為輝達量產HBM4記憶體 銅,31
2026/3/18,[新聞] 《觀光股》揚秦3月24日受邀參加永豐證法,9
2026/3/18,[新聞] 美國據悉擬進一步放鬆委內瑞拉石油制裁,32
2026/3/18,[閒聊] 2026/03/18 盤後閒聊,37
2026/3/18,[新聞] 黃崇仁：力積電迎第四次轉型 今年是可期,86
2026/3/18,[新聞] 散戶靠「跟單」裴洛西 兩年賺150%、投資組合衝破百萬美元,23
2026/3/18,[情報] 115年03月18日信用交易統計,48
2026/3/18,[新聞] 川普政府尋替代化肥 確保春耕供應穩定,18
2026/3/18,[情報] 2633 台灣高鐵 114年現金股利:1.15,16
2026/3/18,[新聞] 南韓三星醞釀罷工…全球記憶體供應恐再告,6
2026/3/18,[標的] 6683雍智科技 探針無極限多,8
2026/3/18,[情報] 0318 上市投信買賣超排行,34
2026/3/18,Re: [心得] 正二動態槓桿簡易檢查表,48
2026/3/18,[新聞] 專家示警下波風暴：台灣恐成引爆點,36
2026/3/18,[新聞] 中東戰火未歇 伊朗官媒：南帕爾斯天然氣,27
2026/3/18,[情報] 2458 義隆 告敦泰 智商法院判敦泰侵權,14
2026/3/18,[新聞] 盟友拒護航荷莫茲海峽！川普嗆收拾完伊,47
2026/3/18,Re: [創作] 上班看股票APP,22
2026/3/18,[新聞] DDR5降價了！記憶體多檔仍狂噴 威剛、創,37
2026/3/18,[新聞] 看好台積電前進3兆美元市值 外媒曝現在買,33
2026/3/18,Re: [標的] 2344華邦電 & 2408南亞科 多,30
2026/3/18,[情報] 0318 上市櫃股票週轉率排行,0
2026/3/18,[新聞] 旺季不旺！陸生豬跌至「白菜價」創7年內,36
2026/3/18,[情報] 3189 景碩 達注意標準 2月自結 0.68,32
2026/3/18,Re: [心得] 終於知道AI泡沫的理由,0
2026/3/18,Re: [心得] 歷年伊朗恐攻對股市的影響,22
2026/3/18,[情報] 3576 聯合再生 達注意標準 2月自結 -0.06,36
2026/3/18,[新聞] 新兵來了！元大納斯達克精選ETF 下月募,9
2026/3/18,[新聞] 伊朗戰爭引發連鎖反應 日系兩大車廠日產,12
2026/3/18,[標的] 3264 欣銓 空,13
2026/3/18,[新聞] 美股IPO丨AI無人機科技公司Swarmer首日,6
2026/3/18,[新聞] 砍掉Sora等副業！OpenAI終於醒悟：告別,63
2026/3/18,[請益] 如果有矽光子，為何需要高階銅箔？,42
2026/3/18,[新聞] 谷月涵開講2 親曝目前操作策略已適度減碼,99
2026/3/18,[情報] 115年03月18日 三大法人買賣金額統計表,65
2026/3/18,[新聞] 陳重銘喊台積電送分題 股利只是小菜,-10
2026/3/18,Fw: [申請] Stock 板 實習板主轉正,19
2026/3/18,[標的] 6770力積電 他們跟美光到底什麼關係？,40
2026/3/18,[情報] 0318 上市櫃外資投信買超金額排行,2
2026/3/18,[新聞] 天然氣船調度無虞 經濟部：存量不減反增,60
2026/3/18,[新聞] 三星：記憶體銷售擬採3至5年長約 穩定供,48
2026/3/18,Re: [新聞] 快訊／免發票時代終結！財政部祭大絕,11
2026/3/18,[新聞] 中東亂豐田轉銷 和泰車笑納,15
2026/3/18,Re: [新聞] 台股交易「千股改1股」？前證交所電腦室,27
2026/3/18,Re: [請益] 大家是如何買到便宜的股票的？,41
2026/3/18,[請益] 為啥國際油價狂飆，經濟也是很好啊,63
2026/3/18,[新聞] 聯發科攜手微軟研究院 開發MicroLED主動,6
2026/3/18,[新聞] 南韓學生拿學貸炒股玩虛擬幣？社群讓他,61
2026/3/18,[創作] 處置大師,69
2026/3/18,[請益] 黃金怎麼了？,51
2026/3/18,[新聞]3火藥桶連環爆台灣是下波風暴中心？謝金河,62
2026/3/18,[新聞] 永豐金股東會5/26登場！送「幸福毯」諧音,38
2026/3/18,[新聞] 建議別買輝達！谷月涵：台灣需警惕過度依賴,99
2026/3/18,[新聞] 股王信驊太狂！開盤即飆漲停、高盛竟喊上,65
2026/3/18,[情報] 3006 晶豪科 2月自結 1.91,38
2026/3/18,[情報] 0318 上市外資買賣超排行,89
2026/3/18,[情報] 3595 山太士 114年EPS:4.41 股利:1+2,10
2026/3/18,[情報] 2323 中環 買南亞科，賣華星光約賺3479萬,14
2026/3/18,[情報] 2548 華固 114年EPS:10.15 股利:8+0.5,18
2026/3/18,[新聞] 記憶體恐吃緊到2030年？SK會長親揭穩定DR,22
2026/3/18,[新聞] 持股比董事長還多！鄭麗君老公居旺宏最,100
2026/3/18,[情報] 6531 愛普* 達注意標準 2月自結 0.75元,12
2026/3/18,[新聞] 三星將為AMD下一代AI加速器供應HBM4內存,18
2026/3/18,[新聞] 賴正鎰︰油價墊高出國費用 對國旅市場正,0
2026/3/18,[心得] 程式交易,22
2026/3/18,Re: [請益] 為啥國際油價狂飆，經濟也是很好啊,10
2026/3/18,[新聞] 快訊／免發票時代終結！財政部祭大絕,100
2026/3/18,[情報] 2890永豐金股東會紀念品,65
2026/3/18,[新聞] 小資買台股利多！金管會檢討零股交易　彭,100
2026/3/18,[新聞] 真的拿到中國訂單了！黃仁勳：H200已重,38
2026/3/18,[新聞] 壓倒性通過！三星電子工會投票93%點,100
2026/3/18,[情報] 大樹(6469)3/26受邀參加櫃買中心舉辦之業,15
2026/3/18,[標的] 小吃店電子支付、電子發票概念股,27
2026/3/18,[新聞] 謝金河：市場焦點在AI科技硬體上游,12
2026/3/18,[新聞] 台股交易「千股改1股」？前證交所電腦室,99
2026/3/18,[新聞] 美2月PPI升幅超預期 Fed今年可能只降息一,47
2026/3/18,[請益] 玉山證券戶無法提款 是否為 t+2問題,11
2026/3/18,[情報] 日勝化(1735)2月歸屬母公司EPS-0.11,2
2026/3/18,[新聞] 永豐餘投控2025年每股稅後盈餘年成長21.4,0
2026/3/18,[新聞] 三星電子計畫於 2027 年下半年起在德州工,2
2026/3/18,[閒聊] 2026/03/18 盤中閒聊,99
2026/3/19,[情報] 5351 鈺創 1月自結0.48,13
2026/3/19,[標的] 2316楠梓電 多,37
2026/3/19,[新聞] 央行利率連8凍、鬆綁房市！ 自然人第2戶,56
2026/3/19,[新聞] 小米發布3款大模型 MiMo-V2-Pro可在小米,10
2026/3/19,[新聞] 東聯全線產品漲價,36
2026/3/19,[閒聊] 2026/03/19 盤後閒聊,58
2026/3/19,Re: [新聞] 伊朗報復！卡達證實全球最大LNG生產設施遭「嚴重破壞」,54
2026/3/19,[新聞] 台股2月寫紀錄 「散戶風向球」餘額首破4,0
2026/3/19,Re: [新聞] 川普怒了！暗示棄守荷莫茲海峽：反正美國,15
2026/3/19,[心得] 金管會主委就是苯色,54
2026/3/19,Re: [標的] MU美光 業績會噴發多,29
2026/3/19,[新聞] ASIC伺服器帶動BMC需求，新唐營運迎轉機,25
2026/3/19,[公告] 水桶漸漸滿 遮有一陣人,100
2026/3/19,Re: [新聞] 馬斯克7天內公布世界最大晶片廠計畫 「這,71
2026/3/19,Re: [請益] 觀察這兩年都是清明崩盤，該怎麼調整持股,31
2026/3/19,[情報] 美光財報簡易結果(待驗證),37
2026/3/19,[新聞] 美以轟炸「全球最大氣田」伊朗怒喊報復,28
2026/3/19,[新聞] 伊朗報復！卡達證實全球最大LNG生產設施遭「嚴重破壞」,100
2026/3/19,[情報] 115年03月19日信用交易統計,85
2026/3/19,[新聞] 璞玉ETF何時發？證交所董座林修銘：已有,9
2026/3/19,[新聞] Fed傳聲筒：鮑爾首談去留 川普人事布局,47
2026/3/19,Re: [新聞] 財政部政策「大轉彎」　月營收逾20萬小,97
2026/3/19,[情報] 外資賣超歷史前十名(今天第八名),86
2026/3/19,Re: [新聞] 央行利率連8凍、鬆綁房市！ 自然人第2戶,10
2026/3/19,[新聞] 謝金河樂觀看待三火藥桶風險！鄉民卻慌了,43
2026/3/19,[情報] 0319 上市櫃股票週轉率排行,0
2026/3/19,[新聞] 3701大眾控搶先機 瞄準資料中心,0
2026/3/19,[新聞] 財政部政策「大轉彎」　月營收逾20萬小,57
2026/3/19,[新聞] 記憶體吃緊外溢效應　光碟片近10年首見報,100
2026/3/19,[新聞] 黃金失速連跌6天！鮑爾談話難解能源擔憂,30
2026/3/19,[情報] 0319 上市投信買賣超排行,20
2026/3/19,[請益] 觀察這兩年都是清明崩盤，該怎麼調整持股,57
2026/3/19,[新聞] 當沖降稅明年是否延長？金管會：會充分與,24
2026/3/19,[請益] 現在指數沒殺1000點跟沒事一樣？,84
2026/3/19,[新聞] 美光財報／上季營收狂增兩倍 財測也超猛,34
2026/3/19,[新聞] HBM技術路線圖曝光！三星電子：2026年出,18
2026/3/19,[情報] 0319 上市外資買賣超排行,100
2026/3/19,[情報] 8096 擎亞 達注意標準 2月自結 1.08,8
2026/3/19,Re: [新聞] 漲價潮蔓延！全球雲端運算巨頭集體調高,17
2026/3/19,[新聞] 鋼品盤價大調漲！ 中鋼宣布4月報價每噸,51
2026/3/19,[新聞] 中東危機反成利多？豐田減產轉單 和泰車,19
2026/3/19,"[新聞] 瑞銀:中東衝突升級,CTA已拋售75%股票部",7
2026/3/19,"[新聞] 台股重挫34,000點再度失守 金管會喊：基",91
2026/3/19,[新聞] 財部：積極研議新青安2.0　考量財源房市,59
2026/3/19,[情報] 2451創見 1月自結,19
2026/3/19,[新聞] 009816隱藏成本惹議！揪出換股摩擦代價…,26
2026/3/19,[情報] 0319 上市櫃外資投信買超金額排行,3
2026/3/19,[情報] 3508 位速 2月自結 -0.18 連3漲停中,19
2026/3/19,[新聞] 小吃店月收不到20萬免開發票 財部：月收,57
2026/3/19,[情報] 旺宏 欣興 富時相關指數納入刪除延期,18
2026/3/19,[新聞] 大陸8成汽車經銷商虧錢賣車 近5千4S店關,18
2026/3/19,[標的] 04小台先多後空,29
2026/3/19,[請益] 為什麼近期台指波動跌幅大?,49
2026/3/19,[創作] 《水調歌頭·美伊急石油》,5
2026/3/19,[新聞] 中東戰火讓台灣「斷氣」？賴清德闢謠：,36
2026/3/19,Re: 7843 英柏得 聯電集團隱藏優質記憶體,3
2026/3/19,[新聞] 鮑爾最新表態 重擊華許迅速降息的計畫,27
2026/3/19,[新聞] 別再猶豫！台積電是大量買入的明確選擇,45
2026/3/19,[創作]《水鏡之局：美伊衝突的總體經濟黑暗兵法,11
2026/3/19,"[情報] 3135 凌航 1月自結:4.72 年增:15,633.33%",16
2026/3/19,Re: [情報] 外資賣超歷史前十名(今天第八名),19
2026/3/19,[新聞] 獨家／皇昌營造拿下台電四接標案 承攬金4,23
2026/3/19,[新聞] 黃金重摔守不住5000美元大關！ 還寫「1低,31
2026/3/19,[新聞] 漲價潮蔓延！全球雲端運算巨頭集體調高,25
2026/3/19,[新聞] 快訊／日英法等6國表態願為航行安全出力,100
2026/3/19,Re: [新聞] 川普怒了！暗示棄守荷莫茲海峽：反正,8
2026/3/19,[情報] 5876 上海商銀 114年股利:1.8+0.1,19
2026/3/19,Re: [請益] 金銀蟲的出路？,22
2026/3/19,[新聞] 一文掌握Fed重點決策：高度「不確定性」,19
2026/3/19,[新聞] 伊朗警告數小時後 卡塔爾拉斯拉凡工業城遭導彈襲擊,98
2026/3/19,[新聞] 貴金屬慘遭中東戰火及通膨夾殺 黃金、白,17
2026/3/19,[請益] 金銀蟲的出路？,79
2026/3/19,"[情報] 2323 中環 買智邦，賣奇鋐賺10,631,238元",16
2026/3/19,Re: [新聞] 台股交易「千股改1股」？前證交所電腦室,7
2026/3/19,[情報] 8359 錢櫃 114年度合併財務報告、股利,13
2026/3/19,[情報] 115年03月19日 三大法人買賣金額統計表,100
2026/3/19,[新聞] 能源危機喘口氣？美財長指近日有望解除,77
2026/3/19,Re: [請益] 為啥國際油價狂飆，經濟也是很好啊,20
2026/3/19,[新聞] 川普怒了！暗示棄守荷莫茲海峽：反正美國,99
2026/3/19,[新聞] 創見1月獲利大增1578%、EPS 6.49元！,35
2026/3/19,[情報] 6265 方土昶 2月自結0.402,12
2026/3/19,[新聞] 李在明：「為什麼賣出股票後要等兩天才,92
2026/3/19,[閒聊] 2026/03/19 盤中閒聊,99
2026/3/19,Re: [新聞] 快訊／免發票時代終結！財政部祭大絕,30
2026/3/19,Re: [標的] 7843 英柏得 聯電集團隱藏優質記憶體,5
2026/3/19,[新聞] 元宇宙不敵 AI？Meta 將全面關閉 VR 版 H,43
2026/3/19,[新聞] 涵碧樓賴正鎰︰國旅應朝「高價值旅遊」發,92
2026/3/19,[新聞] AI搶飯碗潮真來了？繼Meta之後 HSBC也傳,36
2026/3/20,[情報] 115年03月20日 三大法人買賣金額統計表,100
2026/3/20,Re: [請益] 這波戰爭有機會讓台積回到1000以下嗎？,20
2026/3/20,[情報] 中工2515 股票0.5,5
2026/3/20,[請益] 航運三艘船要起飛了？！,31
2026/3/20,"[情報] 2323中環買南亞科,國巨,高鐵,威剛,賣順達",27
2026/3/20,[新聞] 以色列總理:對伊朗戰爭可能比外界預期更,53
2026/3/20,[情報] 0320 上市外資買賣超排行,89
2026/3/20,[新聞] 《光電股》元太董座看好成長 為股價叫屈,16
2026/3/20,[情報] 2913 農林 股東會紀念品,17
2026/3/20,[請益] 本小翻身靠周轉還是重壓,93
2026/3/20,Re: [標的] 美股CIVI,12
2026/3/20,[請益] 土方題材為何政府熱，營收冷？,19
2026/3/20,[新聞] 中東戰火現轉機！以色列承諾不動伊朗能,87
2026/3/20,[新聞] 台股看戰事臉色 外資連三周賣超逾千億元,23
2026/3/20,[新聞] 記憶體遭血洗 6檔全跌停 兇手是它!,41
2026/3/20,[閒聊] 2026/03/20 盤中閒聊,99
2026/3/20,Re: [請益] 持股健檢（都是看批踢踢買的）,45
2026/3/20,[請益]台灣的充電樁市場會跟太陽能一樣嗎？,9
2026/3/20,[情報] 5386 青雲 2月自結:11.59 年增:4039.29%,60
2026/3/20,[新聞] 奇襲伊朗川普引「珍珠港」開玩笑 高市尬,80
2026/3/20,[標的] 美股MOS送分考古題多,12
2026/3/20,[新聞] 綠委驚爆嘉義CoWoS第三座廠已動土！台積,16
2026/3/20,[情報] 美超微(SMCI): 配合政府調查與出口管制,76
2026/3/20,[請益] Threads上天天追蹤老蘇持股的是真的嗎？,25
2026/3/20,[請益] ai泡沫會長期影響到台積電嗎？,47
2026/3/20,[新聞] 台灣先生谷月涵示警：牛市轉弱了！台股,100
2026/3/20,[標的] 009805還有戲嗎,26
2026/3/20,[閒聊] 2026/03/20 盤後閒聊,56
2026/3/20,[情報] 20260320 SCFI 指數,23
2026/3/20,Re: [新聞] 記憶體遭血洗 6檔全跌停 兇手是它!,9
2026/3/20,[情報] 麗正2302 114年現金0.35元,8
2026/3/20,[情報] 0320 上市投信買賣超排行,54
2026/3/20,[新聞] 美超微創辦人涉運送輝達晶片到中國!台灣,99
2026/3/20,[情報] 115年03月20日信用交易統計,36
2026/3/20,[新聞] 美超微盤後暴跌超12% 美國指控高層走私,84
2026/3/20,[情報] 3363 上詮 達注意標準 2月自結 -0.75,46
2026/3/20,Re: [新聞] 元宇宙不敵 AI？Meta 將全面關閉 VR 版 H,30
2026/3/20,[新聞] 無人機聯盟赴美簽 MoU,7
2026/3/20,[新聞] 兩大金控車拚 永豐金股價超車玉山金,33
2026/3/20,Re: [新聞] 大摩震撼出手！3原因唱衰DDR4 降評南亞,1
2026/3/20,[新聞] 阿里最新財報營收、淨利潤均未達預期 美,27
2026/3/20,Re: [新聞] 美超微盤後暴跌超12% 美國指控高層走私,4
2026/3/20,[請益] 40歲財務自由，然後我空了,-10
2026/3/20,[新聞] 違反勞基法十大企業》南山人壽連霸榜首,49
2026/3/20,[新聞] 非法向中提供輝達GPU　美超微共同創辦人,31
2026/3/20,[情報] (4946)辣椒1/2~3/20出清貿聯KY15張賺38萬,9
2026/3/20,[新聞] 訂單滿到明年! 傳台積電.三星5奈米以下調,31
2026/3/20,[新聞] 用吹風機移除標籤　美超微高層非法售中,100
2026/3/20,[新聞] 快訊／美日宣布「400億美元」核能投資項目,87
2026/3/20,[情報] 8926 台汽電 現金增資(補:發行價32.73元),18
2026/3/20,[情報] 0320 上市櫃股票週轉率排行,2
2026/3/20,[情報] 崇越5434 114年現金13.5元,7
2026/3/20,[請益] 為什麼內資最近很團結？,95
2026/3/20,[請益] 這波戰爭有機會讓台積回到1000以下嗎？,98
2026/3/20,[新聞] 大摩震撼出手！3原因唱衰DDR4 降評南亞,58
2026/3/20,[新聞] 預測油價愈喊愈高！沙烏地官員喊出180美,51
2026/3/20,[新聞] 清大「校務基金」12年5000萬賺到48億,93
2026/3/20,Re: [新聞] 財政部政策「大轉彎」　月營收逾20萬小,10
2026/3/20,[請益] 美股三大指數集體走空，現在是買點還是崩,100
2026/3/20,Re: [新聞] 央行利率連8凍、鬆綁房市！ 自然人第2戶,8
2026/3/20,[請益] FEDWatch罕見的出現了7%升息機率,18
2026/3/20,[請益] 主動式ETF其實像是請人買股票嗎？,41
2026/3/20,[新聞] 鴻海「遭做空」竟被列注意股...4天跌逾7%,37
2026/3/20,[新聞] 中東戰火推升天然氣價格 澳洲政府研議課,13
2026/3/20,[新聞] 鹹魚翻身！光碟片10年首漲 錸德、中環靠,55
2026/3/20,Re: [標的] 6830 汎銓 檢測全面點火多,16
2026/3/20,[情報] 4967 十銓 1月自結 10.37,54
2026/3/20,Re: [新聞] 清大「校務基金」12年5000萬賺到48億,15
2026/3/20,[新聞] 台積電資深副總經理何麗梅4月退休,62
2026/3/20,[新聞] 快訊／南韓緊急發布「國家消防動員」大田,53
2026/3/20,[請益] 台塑化怎麼漲不太動？,54
2026/3/20,[情報] 1217 愛之味 股東會紀念品,20
2026/3/20,Re: [新聞] 貴金屬慘遭中東戰火及通膨夾殺 黃金、白,22
2026/3/20,[新聞] 台灣不只有台積電！外媒細數這麼多「寶,46
2026/3/20,[情報] 0320 上市櫃外資投信買超金額排行,5
2026/3/20,[新聞] 《電零組》新品量產動能強+外資升評 信,3
2026/3/20,Re: [新聞] 快訊／日英法等6國表態願為航行安全出力,16
2026/3/20,[情報] 2412 中華電 大安分局搜索本公司營運處,46
2026/3/20,[新聞] 繼俄油解套　美擬再鬆綁伊朗石油與白俄鉀,41
2026/3/20,[情報] 1514亞力 114年現金2元+股票0.2元,2
2026/3/20,Re: [請益] 為什麼內資最近很團結？,3
2026/3/20,[新聞] 美海軍陸戰隊2200人派往中東！奪島作戰,100
2026/3/21,Re: [新聞] 魏哲家獲亞大名譽博士　直言中國機器人「,2
2026/3/21,[新聞] AI發展用電需求大！賴清德：核三、核二,100
2026/3/21,[新聞] 女生不愛玩股「只會定期定額？」一票搖頭,65
2026/3/21,Re: [情報] 6869 雲豹能源 114年EPS、股利,5
2026/3/21,[請益] 如果大部分的錢已在股市 如何逢低加碼？,100
2026/3/21,Re: [新聞] 局勢動盪、00984B出現避險買點！陳重銘曝,2
2026/3/21,Re: [請益] 混沌不明局勢下的出手對策,19
2026/3/21,Re: [新聞] 美海軍陸戰隊2200人派往中東！奪島作戰,7
2026/3/21,[新聞] 拼賺逾8萬！2檔抽籤股下周登場　生技股,4
2026/3/21,[請益] 所以到底有沒有真正的避險資產,100
2026/3/21,[創作] 島嶼天光,100
2026/3/21,[新聞] 快訊／快加油！下周起汽油飆漲1.8元　柴,100
2026/3/21,[新聞] 空頭大軍轟炸！外資3月以來狂賣7205億,57
2026/3/21,[標的] 關於VIX期貨的經驗,3
2026/3/21,[新聞] 美超微風暴重創AI產業 謝金河示警：對黃仁,71
2026/3/21,Re: [請益] 所以到底有沒有真正的避險資產,1
2026/3/21,Re: [心得] 山椒魚：補充一下本週離場說,37
2026/3/21,Re: [新聞] 魏哲家獲亞大名譽博士　直言中國機器,43
2026/3/21,[新聞] 中東戰事推升通膨疑慮！美債重挫 Fed今,59
2026/3/21,[新聞] 局勢動盪、00984B出現避險買點！陳重銘曝,7
2026/3/21,[新聞] 塑膠袋沒了？業者：庫存賣完就斷貨,81
2026/3/21,[新聞] AI變現前景不明 阿里、騰訊股價嚇趴,22
2026/3/21,Re: [新聞] 伊拉克「斷供」核彈引爆！油市最慘劇本上,21
2026/3/21,[新聞] 地緣政治風險加劇 央行︰美債比黃金穩固,22
2026/3/21,[新聞] 魏哲家獲亞大名譽博士　直言中國機器人「,100
2026/3/21,[新聞] 伊拉克「斷供」核彈引爆！油市最慘劇本上,27
2026/3/21,[新聞] 馬斯克吞敗！法院裁定「詐欺推特股東」,23
2026/3/21,[新聞] 滬指震盪調整失守半年線 跌破4000點大關,0
2026/3/21,[新聞] 輝達引爆算力革命！瑞銀按讚「記憶體四,42
2026/3/21,[請益] 美超微如果掛了？那誰會接收產能供給,46
2026/3/21,[新聞] 英准美用基地防衛荷莫茲海峽 施凱爾承諾,2
2026/3/21,[新聞] 台積電週跌25元 股東人數衝至246萬人創新高,64
2026/3/21,Re: [新聞] 黃金崩潰中...還創15年來最慘紀錄,37
2026/3/21,[新聞] 戰爭不停 通膨升溫 恐萬物皆漲,38
2026/3/21,[新聞] 巴菲特買進石油巨頭800萬股 油價逼近100,51
2026/3/21,Re: [新聞] 臥底投資詐騙line群組實測：大河證券X大河智贏,4
2026/3/21,Re: [新聞] 元宇宙不敵 AI？Meta 將全面關閉 VR 版 H,37
2026/3/21,Re: [請益] 這波戰爭有機會讓台積回到1000以下嗎？,11
2026/3/21,[新聞] LINE Pay股價跌至上市來新低 不辦庫藏股,16
2026/3/21,[新聞] AI掀軟體寒冬、私募信貸市值逾兆美元恐,71
2026/3/21,[請益] 這幾年來的3月、4月股市表現好像都不好？,25
2026/3/21,[新聞] 伊朗外長表示：有意允許日本船隻通過荷姆,100
2026/3/21,Re: [請益] 本小翻身靠周轉還是重壓,8
2026/3/21,Re: [新聞] 美債今年漲幅全吐光！高油價引爆滯脹,14
2026/3/21,[新聞] 黃金崩潰中...還創15年來最慘紀錄,92
2026/3/21,[新聞] 經濟部報喜…3月外銷訂單金額 有望攻新-,5
2026/3/21,[新聞] 快訊／川普：考慮「逐步減少」在伊朗的軍,100
2026/3/21,[請益] 同事要去坐牢兩年，該買哪檔股票,49
2026/3/21,Re: [新聞] 快訊／川普政府宣布　伊朗石油制裁「豁免,8
2026/3/21,[標的] 6269 台郡多,23
2026/3/21,[新聞] 快訊／川普政府宣布　伊朗石油制裁「豁免,100
2026/3/22,Re: [新聞] 黃金崩潰中...還創15年來最慘紀錄,9
2026/3/22,Re: [請益] 這波戰爭有機會讓台積回到1000以下嗎？,4
2026/3/22,[新聞] 熱門族群》國際油價飆漲 二線塑化股一擁,5
2026/3/22,[新聞] 伊朗放話「擴大報復至全世界」！,98
2026/3/22,[公告] 為著守護咱的股板 成做更加炭吉的人 水桶,49
2026/3/22,Re: [標的] 航海王集結 - 油輪王新興 (2605),3
2026/3/22,[新聞] 川普下最後通牒！48小時內開放荷莫茲海,100
2026/3/22,[新聞] 賽博果蠅活了，人類「數字永生」將成爲現,100
2026/3/22,[新聞] 美媒：川普政府開始規劃與伊朗和談策略,100
2026/3/22,Re: [新聞] 魏哲家獲亞大名譽博士　直言中國機器人「,66
2026/3/22,Re: [新聞] 美媒：川普政府開始規劃與伊朗和談策略,0
2026/3/22,Re: [心得] AI需求是供應商精心設計好的套路,30
2026/3/22,[新聞] 貝森特：川普將不惜一切代價達成中東目標,52
2026/3/22,[新聞] 伊朗軍方火速回應川普48小時最後通牒！,100
2026/3/22,[新聞] 美超微暴跌超33% 市值蒸發60億美元 寫近,83
2026/3/22,[心得] AI需求是供應商精心設計好的套路,11
2026/3/22,Re: [請益] 所以到底有沒有真正的避險資產,9
2026/3/22,Re: [情報] 伊朗提出4項措施回應川普威脅,26
2026/3/22,[標的] 2303 聯電 近期高點已過 塊陶啊,13
2026/3/22,[請益] 現在投資課有在教非理性決策嗎?,21
2026/3/22,[新聞] G7聲明要求伊朗「立即停止攻擊」　準備,100
2026/3/22,Re: [請益] 我覺得自己好窮,100
2026/3/22,[情報] 伊朗提出4項措施回應川普威脅,86
2026/3/22,[新聞] 不敗教主稱「魏哲家飄了」：對岸無人機,-10
2026/3/22,[標的] 1815 富喬 AI伺服器隱形推手（多）,47
2026/3/22,[新聞] 馬斯克正式揭曉「Terafab」計畫　8成晶,85
2026/3/22,[新聞] 伊朗表示允許非敵方船隻通過霍爾木茲海峽,62
2026/3/22,[新聞] 台積電如何撐起台灣半邊天？謝金河曝2驚,31
2026/3/22,[公告] Stock 板 開始舉辦樂透!,23
2026/3/22,[新聞] 債券ETF免證交稅擬延長10年 估逾200萬人,21
2026/3/22,[新聞] 中油近2周配合平穩機制虧33億 8年累虧,20
2026/3/22,[新聞] 總統強調非核家園目標已達到 3因素成重啟,99
2026/3/22,[新聞] 馬斯克在竹科應徵製程整合工程師,87
2026/3/22,[標的] 6770力積電相信黃董多,11
2026/3/22,[新聞] 以色列與美國官員在全球旅遊景點將不再安,47
2026/3/22,[新聞] 射程四千公里 伊朗首朝印度洋英美基地射飛彈,99
2026/3/22,"[新聞] 蘋果 16,900 起 MacBook Neo 賣翻！庫克",87
2026/3/22,[新聞] 法檢懷疑馬斯克操弄深偽爭議　人為拉抬X,6
2026/3/22,[新聞] 美國會調查「拉高出貨」操縱股票行為 中,16
2026/3/22,[請益] 我覺得自己好窮,86
2026/3/22,[新聞] 群聯登上輝達 GTC 簡報 私募有望引進大咖,64
2026/3/22,[新聞] 聯合航空執行長：已為油價每桶175美元做,39
2026/3/22,[新聞] 汽油明漲1.8元「要跟中油說謝謝」　卓榮,76
2026/3/22,Re: [新聞] 伊朗放話「擴大報復至全世界」！,20
2026/3/22,[新聞] 與台積電不一樣！馬斯克公布地表最大晶,100
2026/3/22,[標的] 自說自話的總裁 Ai記憶體多,19
2026/3/23,[新聞] BTS演唱會人潮遠低預期 HYBE股價狂瀉逾15,52
2026/3/23,[請益] 槓桿一次投入>分批嗎？,64
2026/3/23,[公告] henry2003061 mysterionh 自刪標的文,2
2026/3/23,[標的] 小台04空,100
2026/3/23,[新聞] 剛剛市場巨震！美國突傳大消息！「見底時間窗」何時到,41
2026/3/23,[新聞] 伊朗否認與華府談判，指川普在拖延時間,99
2026/3/23,[新聞] 外資賣超839億元、賣超0050逾8.7萬張最多,6
2026/3/23,[新聞] 川普考慮伊朗戰爭退出方案，究竟何時收手,73
2026/3/23,[請益] 現在美股適合繼續持有嗎,36
2026/3/23,[新聞] 川普又說話了！台指期夜盤90度大噴、反彈,55
2026/3/23,[情報] 3595 山太士 達注意標準 2月自結 0.37,18
2026/3/23,[標的] 6826和淞 低調廠務多（興櫃）,7
2026/3/23,[創作]我不難過,20
2026/3/23,Re: [新聞] 貝森特：川普將不惜一切代價達成中東目標,80
2026/3/23,[公告] brownie956 tas72732002 自刪標的文,4
2026/3/23,[閒聊] 2026/03/23 盤中閒聊,99
2026/3/23,[情報] 0323 上市外資買賣超排行,74
2026/3/23,[新聞] 油價或上漲50天？美財長：換取伊朗無核武,100
2026/3/23,[新聞] 川普下通牒！威脅炸核電廠 伊朗嗆關荷姆,30
2026/3/23,[情報] 0323 上市投信買賣超排行,26
2026/3/23,[新聞] 美債又下跌 伊朗狠嗆：企業敢買美債就炸,100
2026/3/23,[新聞] 伊朗媒體：未與川普談判 油價跌幅縮小,9
2026/3/23,[新聞] 台股跌千點！金管會彭金隆喊「情況複雜」,100
2026/3/23,[情報] 115年03月23日 三大法人買賣金額統計表,99
2026/3/23,Re: [請益] 怎麼解讀川投顧的最新call訊,9
2026/3/23,Re: [新聞] 鴻海「遭做空」竟被列注意股...4天跌,54
